skill_id,skill_name,class_id,tier,type,cost_mp,cost_hp,cooldown_s,startup_f,active_f,recovery_f,hit_interval_f,hitbox,range_m,angle_deg,damage_mult,damage_type,hits,hitstun_f,knockback_m,launch_v,status,armor,invincible_f,sweep,intercept,channel,cancel_min_tier,jump_cancel,special,notes,learn_level,acq_type,animation,vfx,sound
BLA_BAS_001,剑击一段,BLA,BAS,basic,0,0,0,8,3,12,-,fan:r2.2:a90,2.2,90,0.32,phys,1,12,0,-,none,none,-,0,0,0,any,0,-,GDD14.5.4,1,normal,AM_BLA_BAS_001,VX_BLA_BAS_001_HIT,SD_BLA_BAS_001_HIT
BLA_BAS_002,剑击二段,BLA,BAS,basic,0,0,0,9,3,13,-,fan:r2.2:a90,2.2,90,0.34,phys,1,12,0,-,none,none,-,0,0,0,any,0,-,-,1,normal,AM_BLA_BAS_002,VX_BLA_BAS_002_HIT,SD_BLA_BAS_002_HIT
BLA_BAS_003,剑击三段,BLA,BAS,basic,0,0,0,10,3,14,-,fan:r2.2:a90,2.2,90,0.38,phys,1,14,0.8,-,none,none,-,0,0,0,any,0,-,-,1,normal,AM_BLA_BAS_003,VX_BLA_BAS_003_HIT,SD_BLA_BAS_003_HIT
BLA_BAS_004,剑击四段,BLA,BAS,basic,0,0,0,12,4,16,-,fan:r2.2:a100,2.2,100,0.42,phys,1,14,0,-,none,none,-,0,0,0,any,0,-,-,1,normal,AM_BLA_BAS_004,VX_BLA_BAS_004_HIT,SD_BLA_BAS_004_HIT
BLA_BAS_005,剑击五段,BLA,BAS,basic,0,0,0,16,4,22,-,fan:r2.4:a110,2.4,110,0.55,phys,1,25,2.0,-,none,none,-,0,0,0,any,0,-,强硬直收尾,1,normal,AM_BLA_BAS_005,VX_BLA_BAS_005_HIT,SD_BLA_BAS_005_HIT
BLA_T1_001,上挑,BLA,T1,active,30,0,5,12,4,16,-,fan:r2.2:a90,2.2,90,0.84,phys,1,0,0,7.5,none,none,-,0,0,0,T1+,0,-,标准起浮,1,normal,AM_BLA_T1_001,VX_BLA_T1_001_HIT,SD_BLA_T1_001_HIT
BLA_T1_002,格挡,BLA,T1,buff,20,0,8,4,维持,-,-,cone:r2.2:a120,2.2,120,0,none,-,0,0,-,none,none,-,0,0,0,any,0,化解物理70%;盾值1500,不化解法术（原著）,5,normal,AM_BLA_T1_002,VX_BLA_T1_002,SD_BLA_T1_002
BLA_T1_003,连突刺,BLA,T1,active,40,0,6,10,6,16,3,box:0.7x0.7x2.4,2.4,-,0.41,phys,2,12,0,-,none,none,-,0,0,0,T1+,0,连击段数2-4随加点,1阶二连10阶四连（原著）,5,normal,AM_BLA_T1_003,VX_BLA_T1_003_HIT,SD_BLA_T1_003_HIT
BLA_T2_001,三段斩,BLA,T2,active,55,0,9,10,9,16,3,fan:r2.2:a100,2.2,100,0.41,phys,3,12,0,-,none,none,-,0,0,0,T2+,0,横斩+下劈+上挑,常用于快速走位（原著）,25,job_change,AM_BLA_T2_001,VX_BLA_T2_001_HIT,SD_BLA_T2_001_HIT
BLA_T2_002,银光落刃,BLA,T2,active,70,0,12,12,-,18,-,circle:r3.0:跳跃加成,3.0,-,1.18,phys,1,0,1.0,-,none,none,-,1,0,0,-,0,跳跃高度∝威力与范围,空中技,10,normal,AM_BLA_T2_002,VX_BLA_T2_002_HIT,SD_BLA_T2_002_HIT
BLA_T2_003,拔刀斩,BLA,T2,active,70,0,12,12,2,20,-,box:1.0x1.0x6.0,6.0,-,1.29,phys,1,25,0,-,none,none,-,0,0,0,T2+,0,位移:6m,出招快范围广（原著）,15,normal,AM_BLA_T2_003,VX_BLA_T2_003_HIT,SD_BLA_T2_003_HIT
BLA_T2_004,升龙斩,BLA,T2,active,60,0,10,12,4,16,-,fan:r2.2:a80,2.2,80,1.15,phys,1,14,0,7.0,none,none,-,0,0,0,T2+,0,自身向上位移2.5m,攻防一体上升技（原著）,25,job_change,AM_BLA_T2_004,VX_BLA_T2_004_HIT,SD_BLA_T2_004_HIT
BLA_T2_005,落凤斩,BLA,T2,active,60,0,10,14,4,16,-,cone:r2.4:a120,2.4,120,1.18,phys,1,0,1.0,-,none,none,-,1,0,0,T2+,0,向下位移;强击倒判定,侧半身回旋（原著）,25,job_change,AM_BLA_T2_005,VX_BLA_T2_005_HIT,SD_BLA_T2_005_HIT
BLA_T2_006,仙人指路,BLA,T2,active,55,0,9,12,3,14,-,box:0.8x0.8x3.2,3.2,-,1.16,phys,1,16,3.0,-,none,none,-,0,0,0,T2+,0,强力吹飞3m,刺杀技,15,normal,AM_BLA_T2_006,VX_BLA_T2_006_HIT,SD_BLA_T2_006_HIT
BLA_T3_001,风残草尽,BLA,T3,active,85,0,22,14,-,16,-,circle:r3.0,3.0,-,1.67,phys,1,14,2.5,-,none,none,-,0,0,0,T3+,0,剑圈逼退,反围剿技,30,job_change,AM_BLA_T3_001,VX_BLA_T3_001_HIT,SD_BLA_T3_001_HIT
BLA_T3_002,逆风刺,BLA,T3,active,90,0,24,16,可控,18,-,box:1.0x1.0x2.0-3.6,3.6,-,1.84,phys,1,20,0,-,none,none,-,0,0,0,T3+,0,剑圈范围由操作控制,留一手心理战（原著）,45,job_change,AM_BLA_T3_002,VX_BLA_T3_002_HIT,SD_BLA_T3_002_HIT
BLA_T3_003,剑影步,BLA,T3,active,60,0,18,8,2s,10,-,self,4.0,-,0,none,-,0,0,-,none,none,-,0,0,0,any,0,无伤害虚体残影,迷惑用；不可伤人不可被伤（原著）,35,job_change,AM_BLA_T3_003,VX_BLA_T3_003,SD_BLA_T3_003
BLA_T4_001,剑刃风暴,BLA,T4,active,150,0,55,14,2s,18,10,circle:r2.8,2.8,-,0.20,phys,12,10,0,-,none,none,-,0,0,0,T4+,1,末段击退2m,期间移速-50%；v0.4压线：0.22→0.20（BLA T4三连理论粗估46%超线45%，12段总倍率2.64→2.40）,65,job_change,AM_BLA_T4_001,VX_BLA_T4_001_HIT,SD_BLA_T4_001_HIT
BLA_T4_002,幻影无形剑,BLA,T4,active,165,0,55,16,15,24,6,fan:r2.4:a100,2.4,100,0.61,phys,4,16,0,-,none,none,-,0,0,0,T4+,0,连击段数4-8全靠操作;收招强吹飞;收招僵直1s,输入窗口6f,70,job_change,AM_BLA_T4_002,VX_BLA_T4_002_HIT,SD_BLA_T4_002_HIT
BLA_T4_003,落英式,BLA,T4,active,140,0,45,18,4,20,-,fan:r2.6:a120,2.6,120,2.49,phys,1,0,0,-,none,none,-,1,0,0,T4+,0,强制倒地,75级四式选一,75,job_change,AM_BLA_T4_003,VX_BLA_T4_003_HIT,SD_BLA_T4_003_HIT
BLA_T4_004,流星式,BLA,T4,active,140,0,45,10,3,14,-,box:0.8x0.8x2.6,2.6,-,1.00,phys,3,12,0,-,none,none,-,0,0,0,T4+,0,攻速极快,75级四式选一；v0.4压线：有效倍率3.90→3.00（T4上限）,75,job_change,AM_BLA_T4_004,VX_BLA_T4_004_HIT,SD_BLA_T4_004_HIT
BLA_T4_005,破空式,BLA,T4,active,140,0,45,14,5,18,-,box:1.2x1.2x3.0,3.0,-,2.51,phys,1,25,1.0,-,none,none,-,0,0,0,T4+,0,判定强劲,75级四式选一,75,job_change,AM_BLA_T4_005,VX_BLA_T4_005_HIT,SD_BLA_T4_005_HIT
BLA_T4_006,回风式,BLA,T4,active,140,0,45,16,3,18,-,proj:30m/s:8m,8.0,-,2.47,phys,1,20,2.0,-,none,none,-,0,1,0,T4+,0,剑气扯动目标身形（拉拽2m）,75级四式选一,75,job_change,AM_BLA_T4_006,VX_BLA_T4_006_HIT,SD_BLA_T4_006_HIT
BLA_U_001,剑定天下,BLA,U,active,260,0,120,24,4s,26,15,circle:r5.0,5.0,-,4.00,phys,-,30,0,-,none,none,-,0,0,0,none,0,剑气360°圈:僵直显著;期间攻速+20%攻击+15%,觉醒,50,awakening,AM_BLA_U_001,VX_BLA_U_001_HIT,SD_BLA_U_001_HIT
BLA_PAS_001,剑武精通,BLA,PAS,passive,0,0,0,-,-,-,-,none,-,-,0,none,-,0,0,-,none,none,-,0,0,0,-,0,所选剑类+2%/级:满+20%,五类剑（原著）,20,job_change,AM_BLA_PAS_001,VX_BLA_PAS_001,SD_BLA_PAS_001
BER_BAS_001,巨剑一段,BER,BAS,basic,0,0,0,14,4,16,-,fan:r2.8:a100,2.8,100,0.42,phys,1,14,0,-,none,none,-,0,0,0,any,0,-,GDD14.6.4,1,normal,AM_BER_BAS_001,VX_BER_BAS_001_HIT,SD_BER_BAS_001_HIT
BER_BAS_002,巨剑二段,BER,BAS,basic,0,0,0,15,4,18,-,fan:r2.8:a100,2.8,100,0.46,phys,1,14,0,-,none,none,-,0,0,0,any,0,-,-,1,normal,AM_BER_BAS_002,VX_BER_BAS_002_HIT,SD_BER_BAS_002_HIT
BER_BAS_003,巨剑三段,BER,BAS,basic,0,0,0,18,4,22,-,fan:r2.8:a110,2.8,110,0.55,phys,1,14,1.0,-,none,none,-,0,0,0,any,0,-,-,1,normal,AM_BER_BAS_003,VX_BER_BAS_003_HIT,SD_BER_BAS_003_HIT
BER_BAS_004,巨剑四段,BER,BAS,basic,0,0,0,24,5,28,-,fan:r3.0:a120,3.0,120,0.72,phys,1,30,2.5,-,none,none,-,0,0,0,any,0,-,强硬直收尾,1,normal,AM_BER_BAS_004,VX_BER_BAS_004_HIT,SD_BER_BAS_004_HIT
BER_T1_001,倒斩,BER,T1,active,35,0,6,16,5,18,-,fan:r2.8:a110,2.8,110,0.86,phys,1,0,0,8.5,none,none,-,0,0,0,T1+,0,伤害猛浮空强（原著）,狂暴下剑风+1m,1,normal,AM_BER_T1_001,VX_BER_T1_001_HIT,SD_BER_T1_001_HIT
BER_T1_002,重击,BER,T1,active,30,0,5,14,4,16,-,fan:r2.6:a100,2.6,100,0.82,phys,1,16,0,-,none,none,-,0,0,0,T1+,0,伤害∝武器重量,重剑流收益,5,normal,AM_BER_T1_002,VX_BER_T1_002_HIT,SD_BER_T1_002_HIT
BER_T1_003,十字斩,BER,T1,active,35,0,5,12,6,14,3,fan:r2.6:a110,2.6,110,0.42,phys,2,12,1.0,-,none,none,-,0,0,0,T1+,0,横砍+竖劈,击退1m,15,normal,AM_BER_T1_003,VX_BER_T1_003_HIT,SD_BER_T1_003_HIT
BER_T2_001,冲撞刺击,BER,T2,active,60,0,12,12,4,16,-,box:1.2x1.2x8.0,8.0,-,1.15,phys,1,20,2.0,-,none,none,-,0,0,0,T2+,0,蓄力突进:8m,高速移动技,20,job_change,AM_BER_T2_001,VX_BER_T2_001_HIT,SD_BER_T2_001_HIT
BER_T2_002,崩山击,BER,T2,active,70,0,12,18,5,22,-,circle:r2.8,2.8,-,1.33,phys,1,0,0,6.0,none,SA:18-23f,-,1,0,0,-,0,斩落+弹起小浮空6.0,狂暴下附加霸体（原著变异）,10,normal,AM_BER_T2_002,VX_BER_T2_002_HIT,SD_BER_T2_002_HIT
BER_T2_003,地裂斩,BER,T2,active,65,0,12,14,-,16,-,fan:r3.0:a120,3.0,120,1.20,phys,1,20,0,-,stun:1.0s@30%,none,none,0,0,0,T2+,0,居高临下:伤害∝高度,狂暴下前摇-4f,25,job_change,AM_BER_T2_003,VX_BER_T2_003_HIT,SD_BER_T2_003_HIT
BER_T2_004,旋风斩,BER,T2,active,75,0,14,12,1.5s,18,9,circle:r2.8,2.8,-,0.14,phys,10,10,0,-,none,none,-,0,0,0,T2+,1,末段击退2m,高阶,30,job_change,AM_BER_T2_004,VX_BER_T2_004_HIT,SD_BER_T2_004_HIT
BER_T2_005,血气之剑,BER,T2,active,50,0,10,14,-,16,-,proj:24m/s:8m,8.0,-,1.15,phys,1,14,0,-,bleed:60:4s,none,none,0,0,1,T2+,0,喷射血箭,剑锋抹血,25,job_change,AM_BER_T2_005,VX_BER_T2_005_HIT,SD_BER_T2_005_HIT
BER_T2_006,血影狂刀,BER,T2,active,65,0,11,14,4,16,-,fan:r2.8:a120,2.8,120,1.18,phys,1,16,3.0,-,none,none,-,0,0,0,T2+,0,吹飞3m;直劈/横斩双形态,刀影暗红,30,job_change,AM_BER_T2_006,VX_BER_T2_006_HIT,SD_BER_T2_006_HIT
BER_T3_001,破灭斩,BER,T3,active,100,0,25,18,4,20,-,fan:r2.8:a110,2.8,110,1.98,phys,1,20,0,-,破防:目标防御-70%:5s,none,none,0,0,0,T3+,0,防御破坏全游戏最强,二选一构筑,40,job_change,AM_BER_T3_001,VX_BER_T3_001_HIT,SD_BER_T3_001_HIT
BER_T3_002,破魔斩,BER,T3,active,100,0,25,16,4,20,-,fan:r2.8:a110,2.8,110,1.88,phys,1,20,0,-,破防:目标防御-30%:8s,none,none,0,0,0,T3+,0,-,二选一构筑,40,job_change,AM_BER_T3_002,VX_BER_T3_002_HIT,SD_BER_T3_002_HIT
BER_T3_003,噬魂血手,BER,T3,grab,110,0,26,16,-,20,-,circle:r3.5,3.5,-,1.74,phys,1,0,0,-,none,none,-,0,0,0,T3+,0,抓取:拖至身边:只控移动,被拖者仍可出招（原著）,35,job_change,AM_BER_T3_003,VX_BER_T3_003_HIT,SD_BER_T3_003_HIT
BER_T3_004,狂暴,BER,T3,buff,110,0,30,12,20s,14,-,none,-,-,0,none,-,0,0,-,none,SA:12-26s,-,0,0,0,any,0,力量/攻速/移速/异抗↑;智力/防御↓25%;技能变异,与嗜血互斥（原著）,25,job_change,AM_BER_T3_004,VX_BER_T3_004,SD_BER_T3_004
BER_T4_001,怒血狂涛,BER,T4,active,170,0,55,34,-,30,-,box:2.0x2.5x6.0,6.0,-,2.77,phys,1,0,0,8.0,none,SSA:0-34f,-,0,0,0,none,0,起手很慢（原著）,巨大血刃斩下,70,job_change,AM_BER_T4_001,VX_BER_T4_001_HIT,SD_BER_T4_001_HIT
BER_T4_002,绝地风暴,BER,T4,active,160,0,50,20,2.5s,24,15,circle:r3.5,3.5,-,0.28,phys,10,10,0,7.5,none,none,-,0,0,0,T4+,0,末段击飞7.5,75级,75,job_change,AM_BER_T4_002,VX_BER_T4_002_HIT,SD_BER_T4_002_HIT
BER_T4_003,嗜血,BER,T4,buff,120,0,60,12,20s,14,-,none,-,-,0,none,-,0,0,-,none,none,-,0,0,0,any,0,吸取自身生命提升战力:ATK+20%:自身-1.5%/s,75级；三态互斥,75,job_change,AM_BER_T4_003,VX_BER_T4_003,SD_BER_T4_003
BER_U_001,嗜血奋战,BER,U,buff,280,0,120,24,20s,26,-,none,-,-,0,none,-,0,0,-,none,SSA:24-244f,-,0,0,0,none,0,比狂暴强25%;正嗜血10%/反嗜血:ATK+8%:-1.5%/s,觉醒；与狂暴不可叠加（原著）,50,awakening,AM_BER_U_001,VX_BER_U_001,SD_BER_U_001
BER_PAS_001,血气唤醒,BER,PAS,passive,0,0,0,-,-,-,-,none,-,-,0,none,-,0,0,-,none,none,-,0,0,0,-,0,HP<50%:ATK+5%;<30%:+10%;<15%:+15%,转职被动（原著）,20,job_change,AM_BER_PAS_001,VX_BER_PAS_001,SD_BER_PAS_001
SBL_BAS_001,魔剑一段,SBL,BAS,basic,0,0,0,9,3,13,-,fan:r2.4:a90,2.4,90,0.33,phys,1,12,0,-,none,none,-,0,0,0,any,0,-,GDD14.7.4,1,normal,AM_SBL_BAS_001,VX_SBL_BAS_001_HIT,SD_SBL_BAS_001_HIT
SBL_BAS_002,魔剑二段,SBL,BAS,basic,0,0,0,10,3,13,-,fan:r2.4:a90,2.4,90,0.35,phys,1,12,0,-,none,none,-,0,0,0,any,0,-,-,1,normal,AM_SBL_BAS_002,VX_SBL_BAS_002_HIT,SD_SBL_BAS_002_HIT
SBL_BAS_003,魔剑三段,SBL,BAS,basic,0,0,0,11,3,15,-,fan:r2.4:a100,2.4,100,0.40,phys,1,14,0,-,none,none,-,0,0,0,any,0,-,-,1,normal,AM_SBL_BAS_003,VX_SBL_BAS_003_HIT,SD_SBL_BAS_003_HIT
SBL_BAS_004,魔剑四段,SBL,BAS,basic,0,0,0,14,4,18,-,fan:r2.4:a100,2.4,100,0.50,phys,1,14,1.0,-,none,none,-,0,0,0,any,0,-,-,1,normal,AM_SBL_BAS_004,VX_SBL_BAS_004_HIT,SD_SBL_BAS_004_HIT
SBL_T1_001,地裂波动剑,SBL,T1,active,35,0,5,12,-,12,-,proj:28m/s:8m,8.0,-,0.82,phys,1,12,0,-,none,none,-,0,1,0,T1+,0,发招快判定好（原著）,最低阶波动剑,5,normal,AM_SBL_T1_001,VX_SBL_T1_001_HIT,SD_SBL_T1_001_HIT
SBL_T1_002,碎风波动剑,SBL,T1,active,35,0,5,8,-,10,-,proj:36m/s:8m,8.0,-,0.78,phys,1,10,0,-,none,none,-,0,1,0,T1+,0,所有波动剑中速度最快,风系,10,normal,AM_SBL_T1_002,VX_SBL_T1_002_HIT,SD_SBL_T1_002_HIT
SBL_T1_003,冰霜波动剑,SBL,T1,active,45,0,7,12,-,12,-,proj:26m/s:8m:铺地,8.0,-,0.84,ice,1,12,0,-,slow:30%:2s,none,none,0,0,1,T1+,0,冰晶铺地,冰系,15,normal,AM_SBL_T1_003,VX_SBL_T1_003_HIT,SD_SBL_T1_003_HIT
SBL_T2_001,烈焰波动剑,SBL,T2,active,55,0,8,14,-,14,-,proj:28m/s:8m,8.0,-,1.16,fire,1,14,3.0,-,burn:45:3s,none,none,0,0,1,T2+,0,击退显著,火系,20,job_change,AM_SBL_T2_001,VX_SBL_T2_001_HIT,SD_SBL_T2_001_HIT
SBL_T2_002,疾光波动剑,SBL,T2,active,55,0,8,10,-,12,-,proj:40m/s:8m,8.0,-,1.15,light,1,12,0,-,paralysis:0.5s,none,none,0,0,1,T2+,0,波动剑中最快一式,光系,20,job_change,AM_SBL_T2_002,VX_SBL_T2_002_HIT,SD_SBL_T2_002_HIT
SBL_T2_003,圆旋波动剑,SBL,T2,active,55,0,8,12,-,12,-,proj:28m/s:8m:弧线,8.0,-,1.13,phys,1,12,0,-,none,none,-,0,1,0,T2+,0,瞬发不走直线,弧形绕小掩体,25,job_change,AM_SBL_T2_003,VX_SBL_T2_003_HIT,SD_SBL_T2_003_HIT
SBL_T3_001,裂波斩,SBL,T3,active,105,0,25,16,4,20,-,box:1.0x1.0x3.0:裂波r2.5,3.0,-,1.10,magic,1,20,0,-,结界:封锁1.2s,none,none,0,0,0,T3+,0,破霸体;封锁抓取技;裂波AOE+炸飞,招牌反制（原著）,30,job_change,AM_SBL_T3_001,VX_SBL_T3_001_HIT,SD_SBL_T3_001_HIT
SBL_T3_002,冰创波动阵,SBL,T3,active,100,0,24,18,-,18,-,circle:r3.5,3.5,-,1.00,ice,1,20,0,-,slow:30%:3s;冻结@40%,none,none,0,0,0,T3+,0,-,范围阵,35,job_change,AM_SBL_T3_002,VX_SBL_T3_002_HIT,SD_SBL_T3_002_HIT
SBL_T3_003,烈焰波动阵,SBL,T3,active,100,0,24,18,-,18,-,circle:r3.5,3.5,-,1.88,fire,1,20,2.0,-,burn:60:4s,none,none,0,0,0,T3+,0,-,范围阵,35,job_change,AM_SBL_T3_003,VX_SBL_T3_003_HIT,SD_SBL_T3_003_HIT
SBL_T4_001,电光波动阵,SBL,T4,active,160,0,55,22,-,22,-,circle:r6.0,6.0,-,2.51,light,1,25,0,-,paralysis:1.0s@100%,none,none,0,0,0,T4+,0,电球内100%命中（原著）,无法走位躲开,60,job_change,AM_SBL_T4_001,VX_SBL_T4_001_HIT,SD_SBL_T4_001_HIT
SBL_U_001,星云波动剑,SBL,U,active,280,0,120,28,可控,26,-,形态三选:扩散/贯穿/追踪,10.0,-,4.12,magic,1,30,0,-,none,SA:0-28f,-,0,0,0,none,0,形态由操作决定,360°扩散/直线贯穿/缓慢追踪（原著75级）,75,job_change,AM_SBL_U_001,VX_SBL_U_001_HIT,SD_SBL_U_001_HIT
SBL_PAS_001,杀意波动,SBL,PAS,passive,0,0,0,-,-,-,-,none,-,-,0,none,-,0,0,-,none,none,-,0,0,0,-,0,波动系伤害+4%/档;不同波动剑连放叠共鸣(前摇-1f:最多3层),转职被动,20,job_change,AM_SBL_PAS_001,VX_SBL_PAS_001,SD_SBL_PAS_001
GBL_BAS_001,鬼刀一段,GBL,BAS,basic,0,0,0,7,3,11,-,fan:r2.5:a100,2.5,100,0.30,dark,1,12,0,-,none,none,-,0,0,0,any,0,-,GDD14.8.4,1,normal,AM_GBL_BAS_001,VX_GBL_BAS_001_HIT,SD_GBL_BAS_001_HIT
GBL_BAS_002,鬼刀二段,GBL,BAS,basic,0,0,0,8,3,11,-,fan:r2.5:a100,2.5,100,0.32,dark,1,12,0,-,none,none,-,0,0,0,any,0,-,-,1,normal,AM_GBL_BAS_002,VX_GBL_BAS_002_HIT,SD_GBL_BAS_002_HIT
GBL_BAS_003,鬼刀三段,GBL,BAS,basic,0,0,0,9,3,12,-,fan:r2.5:a100,2.5,100,0.35,dark,1,14,0,-,none,none,-,0,0,0,any,0,-,-,1,normal,AM_GBL_BAS_003,VX_GBL_BAS_003_HIT,SD_GBL_BAS_003_HIT
GBL_BAS_004,鬼刀四段,GBL,BAS,basic,0,0,0,10,3,14,-,fan:r2.5:a110,2.5,110,0.40,dark,1,14,0,-,none,none,-,0,0,0,any,0,-,-,1,normal,AM_GBL_BAS_004,VX_GBL_BAS_004_HIT,SD_GBL_BAS_004_HIT
GBL_BAS_005,鬼刀五段,GBL,BAS,basic,0,0,0,12,4,16,-,fan:r2.5:a110,2.5,110,0.48,dark,1,20,1.5,-,none,none,-,0,0,0,any,0,-,-,1,normal,AM_GBL_BAS_005,VX_GBL_BAS_005_HIT,SD_GBL_BAS_005_HIT
GBL_T1_001,鬼爪,GBL,T1,active,35,0,6,12,4,14,-,fan:r2.2:a90,2.2,90,0.82,phys,1,14,0,7.5,none,none,-,0,0,0,T1+,0,-,起浮,1,normal,AM_GBL_T1_001,VX_GBL_T1_001_HIT,SD_GBL_T1_001_HIT
GBL_T1_002,鬼斩,GBL,T1,active,40,0,6,14,4,20,-,box:1.0x1.0x3.0,3.0,-,0.86,dark,1,16,2.5,-,none,none,-,0,0,0,T1+,0,自带暗属性;吹飞;收招慢破绽大,斩鬼附着=冰封鬼斩(减速),5,normal,AM_GBL_T1_002,VX_GBL_T1_002_HIT,SD_GBL_T1_002_HIT
GBL_T1_003,月光斩,GBL,T1,active,40,0,6,12,3,16,-,fan:r2.5:a180,2.5,180,0.82,dark,1,12,0,-,none,none,-,0,0,0,T1+,0,银光半圆,斩鬼附着=暗月光斩(致盲2s),15,normal,AM_GBL_T1_003,VX_GBL_T1_003_HIT,SD_GBL_T1_003_HIT
GBL_T2_001,满月斩,GBL,T2,active,65,0,11,14,-,16,-,fan:r3.0:a200,3.0,200,1.16,dark,1,14,2.0,-,none,none,-,0,0,0,T2+,0,倒飞位移2m;吹飞,斩鬼附着=炎噬满月(火+暗双伤),20,job_change,AM_GBL_T2_001,VX_GBL_T2_001_HIT,SD_GBL_T2_001_HIT
GBL_T1_004,鬼步,GBL,T1,active,30,0,8,8,-,10,-,self,6.0,-,0,none,-,0,0,-,none,none,-,0,0,0,any,0,位移:身后残影一片,视觉干扰,15,normal,AM_GBL_T1_004,VX_GBL_T1_004,SD_GBL_T1_004
GBL_T2_002,残影,GBL,T2,buff,60,0,30,10,60s,12,-,none,-,-,0,none,-,0,0,-,none,none,-,0,0,0,any,0,防卫:鬼影护甲吸收800×2次,原著25级防卫技（非分身）,25,job_change,AM_GBL_T2_002,VX_GBL_T2_002,SD_GBL_T2_002
GBL_T2_003,刀魂守护,GBL,T2,deploy,60,0,30,12,12s,12,-,zone:r4.0,4.0,-,0,none,-,0,0,-,none,none,-,0,0,0,-,0,阵内己方ATK+5%,增益阵,10,normal,AM_GBL_T2_003,VX_GBL_T2_003,SD_GBL_T2_003
GBL_T3_001,冰魂守护,GBL,T3,deploy,90,0,25,16,12s,14,-,zone:r4.0,4.0,-,0.25,ice,-,10,0,-,slow:30%;冻结@30%,none,none,0,0,0,-,0,攻击性鬼阵,冰冻几率,30,job_change,AM_GBL_T3_001,VX_GBL_T3_001_HIT,SD_GBL_T3_001_HIT
GBL_T3_002,炎阵,GBL,T3,deploy,90,0,25,16,12s,14,-,zone:r4.0,4.0,-,1.50,fire,-,10,0,-,burn:40:持续,none,none,0,0,0,-,0,群伤鬼阵,鬼火,30,job_change,AM_GBL_T3_002,VX_GBL_T3_002_HIT,SD_GBL_T3_002_HIT
GBL_T3_003,瘟魂守护,GBL,T3,deploy,90,0,25,16,12s,14,-,zone:r4.0,4.0,-,0,dark,-,0,0,-,破防:阵内防御-20%,none,none,0,0,0,-,0,削弱阵,-,35,job_change,AM_GBL_T3_003,VX_GBL_T3_003,SD_GBL_T3_003
GBL_T3_004,灰阵,GBL,T3,deploy,85,0,25,16,12s,14,-,zone:r4.0,4.0,-,0,dark,-,0,0,-,weight:x2,none,none,0,0,0,-,0,阵内负重×2:移速-20%击退+50%,满阶2倍重量（原著）,40,job_change,AM_GBL_T3_004,VX_GBL_T3_004,SD_GBL_T3_004
GBL_T2_004,暗黑之阵,GBL,T2,deploy,75,0,22,14,12s,14,-,zone:r4.0,4.0,-,0,dark,-,0,0,-,blind:阵内持续,none,none,0,0,0,-,0,无伤害失明阵,（原著）,30,job_change,AM_GBL_T2_004,VX_GBL_T2_004,SD_GBL_T2_004
GBL_T4_001,寂静之阵,GBL,T4,deploy,150,0,55,18,10s,16,-,zone:r4.5,4.5,-,0,dark,-,0,0,-,silence:阵内全部技能,none,none,0,0,0,-,0,静默之阵,斩杀窗口制造者,55,job_change,AM_GBL_T4_001,VX_GBL_T4_001,SD_GBL_T4_001
GBL_T3_005,死亡墓碑,GBL,T3,active,105,0,26,18,3s,20,18,circle:r4.0,4.0,-,1.50,dark,-,10,0,-,none,none,-,1,0,0,T3+,0,墓碑持续坠落,命中倒地,45,job_change,AM_GBL_T3_005,VX_GBL_T3_005_HIT,SD_GBL_T3_005_HIT
GBL_U_001,鬼神盛宴,GBL,U,active,280,0,120,24,-,26,-,circle:己方鬼阵范围,-,-,4.02,dark,-,20,1.0,-,none,SA:0-24f,-,0,0,0,none,0,每存在1个己方鬼阵+0.3倍率,鬼阵吞噬结算,70,job_change,AM_GBL_U_001,VX_GBL_U_001_HIT,SD_GBL_U_001_HIT
SRP_BAS_001,左轮射击,SRP,BAS,basic,0,0,0,4,1,2,-,proj:50m/s:25m,25,-,0.22,phys,1,6,0,-,none,none,-,0,1,0,any,0,射速约6发/s;弹匣15发,换弹1.2s,1,normal,AM_SRP_BAS_001,VX_SRP_BAS_001_HIT,SD_SRP_BAS_001_HIT
SRP_T1_001,浮空弹,SRP,T1,active,35,0,6,8,-,10,-,proj:45m/s:25m,25,-,0.78,phys,1,0,0,7.0,none,none,-,0,1,0,T1+,0,-,枪手系普通起浮,1,normal,AM_SRP_T1_001,VX_SRP_T1_001_HIT,SD_SRP_T1_001_HIT
SRP_T1_002,滑铲,SRP,T1,active,30,0,8,6,10,8,-,box:1.0x0.6x4.0,4.0,-,0.74,phys,1,0,0,-,none,none,-,1,0,0,any,0,铲倒;位移4m;可穿低障碍,体术,10,normal,AM_SRP_T1_002,VX_SRP_T1_002_HIT,SD_SRP_T1_002_HIT
SRP_T1_003,膝撞,SRP,T1,active,35,0,9,8,3,12,-,box:0.8x0.8x1.8,1.8,-,0.45,phys,1,14,2.0,-,none,SA:8-11f,-,0,0,0,T1+,0,施展时霸体;负重影响速度,体术,10,normal,AM_SRP_T1_003,VX_SRP_T1_003_HIT,SD_SRP_T1_003_HIT
SRP_T1_004,旋风脚,SRP,T1,active,40,0,9,12,-,14,-,circle:r2.2,2.2,-,0.76,phys,1,14,0,-,none,none,-,0,0,0,T1+,0,360°横扫身周,体术反围剿,15,normal,AM_SRP_T1_004,VX_SRP_T1_004_HIT,SD_SRP_T1_004_HIT
